prolific_id,sctt_word_count,sctt_fluency,sctt_crea_mean,sctt_crea_max3,aut_word_count,aut_fluency,aut_crea_mean,aut_crea_max3,design_word_count,design_fluency,design_crea_mean,design_crea_max3,achievements_sum,icaa_sum,metaphor_word_count,metaphor_fluency,metaphor_crea,story_word_count,story_cap,aut_aut_10_crea_max3,aut_aut_10_crea_mean,aut_aut_10_fluency,aut_aut_10_word_count,aut_aut_13_crea_max3,aut_aut_13_crea_mean,aut_aut_13_fluency,aut_aut_13_word_count,aut_aut_2_crea_max3,aut_aut_2_crea_mean,aut_aut_2_fluency,aut_aut_2_word_count,aut_aut_4_crea_max3,aut_aut_4_crea_mean,aut_aut_4_fluency,aut_aut_4_word_count,aut_aut_8_crea_max3,aut_aut_8_crea_mean,aut_aut_8_fluency,aut_aut_8_word_count,design_dp_10_crea_max3,design_dp_10_crea_mean,design_dp_10_fluency,design_dp_10_word_count,design_dp_16_crea_max3,design_dp_16_crea_mean,design_dp_16_fluency,design_dp_16_word_count,design_dp_2_crea_max3,design_dp_2_crea_mean,design_dp_2_fluency,design_dp_2_word_count,design_dp_6_crea_max3,design_dp_6_crea_mean,design_dp_6_fluency,design_dp_6_word_count,design_dp_8_crea_max3,design_dp_8_crea_mean,design_dp_8_fluency,design_dp_8_word_count,sctt_sctt_hg_3_crea_max3,sctt_sctt_hg_3_crea_mean,sctt_sctt_hg_3_fluency,sctt_sctt_hg_3_word_count,sctt_sctt_hg_5_crea_max3,sctt_sctt_hg_5_crea_mean,sctt_sctt_hg_5_fluency,sctt_sctt_hg_5_word_count,sctt_sctt_rq_1_crea_max3,sctt_sctt_rq_1_crea_mean,sctt_sctt_rq_1_fluency,sctt_sctt_rq_1_word_count,sctt_sctt_rq_2_crea_max3,sctt_sctt_rq_2_crea_mean,sctt_sctt_rq_2_fluency,sctt_sctt_rq_2_word_count,sctt_sctt_rq_5_crea_max3,sctt_sctt_rq_5_crea_mean,sctt_sctt_rq_5_fluency,sctt_sctt_rq_5_word_count,metaphor_1_crea,metaphor_2_crea,metaphor_3_crea,metaphor_4_crea,metaphor_5_crea,metaphor_6_crea,metaphor_7_crea,metaphor_8_crea,metaphor_9_crea,metaphor_10_crea,metaphor_1_word_count,metaphor_2_word_count,metaphor_3_word_count,metaphor_4_word_count,metaphor_5_word_count,metaphor_6_word_count,metaphor_7_word_count,metaphor_8_word_count,metaphor_9_word_count,metaphor_10_word_count,story_1_cap,story_2_cap,story_3_cap,story_4_cap,story_5_cap,story_1_word_count,story_2_word_count,story_3_word_count,story_4_word_count,story_5_word_count,icaa_1,icaa_2,icaa_3
66cb2e0bd2169db778550269,10.29333333,23,0.5358,0.572666667,3.87,28,0.529716667,0.562,29.95,11,21.73,22.00666667,8,9,5.8,10,19.175,69.4,0.454,0.566666667,0.543333333,6,4,0.6,0.53875,8,3.5,0.526666667,0.5025,4,4.25,0.533333333,0.506,5,3.6,0.583333333,0.558,5,4,24.6,24.6,1,56,21.2,21.2,2,24.5,15.53333333,14.15,4,15.25,22.6,22.6,2,21,26.1,26.1,2,33,0.64,0.64,3,14,0.593333333,0.593333333,3,13.66666667,0.54,0.494,5,7.8,0.613333333,0.508333333,6,7.166666667,0.476666667,0.443333333,6,8.833333333,13.75,27,13.75,23.25,22,24.5,23.25,16.25,11.25,16.75,5,5,6,8,5,3,6,7,4,9,0.28,0.55,0.49,0.5,0.45,49,68,80,76,74,3,3,3
66c6683f6336ebf638da4db4,7.266666667,21,0.4876,0.527333333,4.453333333,31,0.49185,0.542,7.023809524,17,15.07301587,15.84444444,14,11,7.4,10,12.725,85.2,0.418,0.496666667,0.44,8,2.875,0.533333333,0.46625,8,3.375,0.546666667,0.508,5,6.6,0.54,0.505,6,4.666666667,0.593333333,0.54,4,4.75,11.66666667,11.66666667,2,4,18.66666667,14.80952381,7,5.285714286,14.55555556,14.55555556,3,7.666666667,22.66666667,22.66666667,2,7.5,11.66666667,11.66666667,3,10.66666667,0.526666667,0.526666667,3,8.666666667,0.383333333,0.383333333,3,9.666666667,0.636666667,0.596,5,6,0.503333333,0.426,5,5.2,0.586666667,0.506,5,6.8,11.25,10,13.75,13.75,12.5,15.5,10.5,11.25,11.25,17.5,7,6,9,7,9,6,7,8,7,8,0.32,0.44,0.46,0.47,0.4,82,76,89,85,94,4,3,4
66c4a3da2faac6abe33860ec@auth.prolific.com,7.5,4,0.495,0.546666667,4.710952381,21,0.541119048,0.579666667,,,,,,,,,,,,0.625,0.625,2,4.5,0.586666667,0.52,5,5.4,0.59,0.501428571,7,4.571428571,0.55,0.5125,4,4.75,0.546666667,0.546666667,3,4.333333333,,,,,,,,,,,,,,,,,,,,,,,,,0.546666667,0.495,4,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66c0d9ef3c9b1d596446f813,5,50,0.493698413,0.624666667,3.047777778,35,0.47069899,0.504666667,4.208730159,37,12.16957672,13.2,6,9,5.6,10,15.025,49,0.364,0.51,0.476666667,6,2.833333333,0.573333333,0.517272727,11,2,0.49,0.455555556,9,3.555555556,0.5,0.464,5,2.6,0.45,0.44,4,4.25,13.11111111,12.14285714,7,3.857142857,14.77777778,12.71428571,7,4.714285714,12.22222222,11.85185185,9,4.555555556,12.77777778,12.05555556,6,3.666666667,13.11111111,12.08333333,8,4.25,0.61,0.515714286,7,7,0.573333333,0.483333333,6,4.333333333,0.72,0.513888889,18,4.5,0.57,0.44,10,4.5,0.65,0.515555556,9,4.666666667,20.75,16.25,12.5,16.25,12.5,13.75,11.25,15.75,16.25,15,4,7,4,6,7,4,6,7,6,5,0.26,0.39,0.32,0.58,0.27,49,46,46,56,48,,4,5
66b828d453598bcca42608c1,13.25333333,20,0.5125,0.557,8.683333333,21,0.521566667,0.556,17.55,17,15.15555556,15.37777778,,9,5.7,10,18.25,52.2,0.498,0.55,0.52,4,6.75,0.573333333,0.573333333,3,10.66666667,0.51,0.4825,4,8,0.56,0.518,5,9.4,0.586666667,0.514,5,8.6,13.88888889,13.33333333,4,11.75,15.55555556,15,4,16,16.44444444,16.44444444,3,16.33333333,17.66666667,17.66666667,3,22,13.33333333,13.33333333,3,21.66666667,0.53,0.53,3,21,0.465,0.465,2,16,0.616666667,0.56,5,10.6,0.586666667,0.485,6,9.166666667,0.586666667,0.5225,4,9.5,21.25,15,25.75,19.5,12.5,19.5,13.75,13.75,20.75,20.75,7,3,6,6,2,7,8,3,6,9,0.46,0.45,0.52,0.5,0.56,45,54,42,61,59,4,3,2
66b507cc1a7e164991afbe17,8.6,14,0.587,0.602666667,2.232323232,52,0.520936364,0.576,3.478095238,27,13.44,14.77777778,13,14,4.6,10,23.725,48.8,0.446,0.646666667,0.569,10,2.2,0.576666667,0.528181818,11,2.272727273,0.58,0.505833333,12,2.166666667,0.523333333,0.475,10,2.3,0.553333333,0.526666667,9,2.222222222,16.44444444,14.61111111,6,3.666666667,14,12.66666667,7,3.857142857,11.11111111,11.11111111,3,1.333333333,17,14.86666667,5,4.2,15.33333333,13.94444444,6,4.333333333,0.54,0.54,1,9,0.51,0.51,2,11,0.64,0.64,2,9.5,0.576666667,0.498333333,6,5.5,0.746666667,0.746666667,3,8,10,10,35.75,36.25,31.25,23.75,28.25,10,28.25,23.75,1,1,6,5,6,6,7,1,7,6,0.42,0.45,0.52,0.45,0.39,47,44,65,45,43,6,4,4
66b4c93eba2cec5de1780955,6.024065934,53,0.494718132,0.626,3.366666667,62,0.490769231,0.576666667,13.55666667,20,23.13555556,26.15555556,,,,,,,,0.616666667,0.509230769,13,3.384615385,0.6,0.534166667,12,3.333333333,0.633333333,0.504615385,13,3.615384615,0.556666667,0.465833333,12,3.916666667,0.476666667,0.44,12,2.583333333,25.11111111,21.33333333,4,10,21.22222222,17.73333333,5,8.2,33.77777778,28.66666667,4,13.5,24.22222222,21.5,4,13.75,26.44444444,26.44444444,3,22.33333333,0.636666667,0.55125,8,7.875,0.616666667,0.465,8,6.875,0.696666667,0.548,10,6.2,0.55,0.448571429,14,4.785714286,0.63,0.460769231,13,4.384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66b4c93eba2cec5de17809,,,,,,,,,,,,,6,9,6.3,10,18.75,38.2,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,15,12.5,17.5,30.75,17.5,16.25,28.75,12.5,11.25,9,13,7,6,6,5,7,3,2,5,0.26,0.26,0.34,0.48,0.52,32,39,29,40,51,3,3,3
66afcaa60f7d8f58dc21db8e,6.66,12,0.3546,0.370333333,10.07,13,0.4643,0.479666667,18.4,9,15.93333333,15.93333333,6,11,1,10,13.8,74,0.354,0.52,0.52,1,18,0.513333333,0.5025,4,6.25,0.49,0.424,5,4.6,0.545,0.545,2,14.5,0.33,0.33,1,7,11.66666667,11.66666667,3,4,19.33333333,19.33333333,1,20,15.5,15.5,2,10,19.33333333,19.33333333,1,46,13.83333333,13.83333333,2,12,0.335,0.335,2,5,0.25,0.25,1,6,0.265,0.265,2,3.5,0.485,0.485,2,9,0.516666667,0.438,5,9.8,11.25,15,10,27.5,11.25,12.5,13.75,14.25,11.25,11.25,1,1,1,1,1,1,1,1,1,1,0.29,0.38,0.43,0.29,0.38,90,96,82,49,53,4,4,3
66abf0c472f051b5e40cfbfd,3.75,7,0.485833333,0.508333333,1.836666667,25,0.486166667,0.515,,,,,,,,,,,,0.576666667,0.5625,4,1.75,0.52,0.453333333,6,1.833333333,0.455,0.455,2,2.5,0.503333333,0.46,8,1.5,0.52,0.5,5,1.6,,,,,,,,,,,,,,,,,,,,,0.516666667,0.516666667,3,5,0.5,0.455,4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66a7e128f37f34ca658be38b,9.366666667,14,0.481333333,0.481333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.34,3,10,0.49,0.49,3,9.666666667,0.49,0.49,2,10.5,0.556666667,0.556666667,3,8.666666667,0.53,0.53,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66a02d45a7db35d93c9f6a81,7.646666667,31,0.485490476,0.568,1.423809524,27,0.483038095,0.522666667,3.36,23,13.76333333,14.44444444,8,12,2.7,10,13.375,78.6,0.488,0.58,0.528,5,1.6,0.54,0.51,4,1.5,0.5,0.458333333,6,1.333333333,0.5,0.442857143,7,1.285714286,0.493333333,0.476,5,1.4,12.77777778,12.33333333,5,3.4,13.88888889,12.77777778,6,2.333333333,11.66666667,11.41666667,4,4,15.66666667,14.06666667,5,1.4,18.22222222,18.22222222,3,5.666666667,0.47,0.402,5,9,0.646666667,0.572,5,8.4,0.64,0.564285714,7,7,0.57,0.4525,8,6.5,0.513333333,0.436666667,6,7.333333333,15,11.25,12.5,12.5,12.5,15,11.25,15,17.5,11.25,3,3,3,3,2,2,3,3,2,3,0.44,0.55,0.42,0.6,0.43,80,87,70,86,70,4,4,4
66971f1f9181bdc85972b84d,12.63666667,19,0.628366667,0.644666667,3.863333333,23,0.541314286,0.564666667,6.583333333,18,17.36111111,18.46666667,10,12,3.1,10,18.55,79.6,0.596,0.6,0.6,3,8.666666667,0.6,0.538571429,7,2,0.533333333,0.518,5,2.4,0.533333333,0.5025,4,3.75,0.556666667,0.5475,4,2.5,14.77777778,14.77777778,3,4.666666667,15.11111111,14,4,3.25,13.44444444,13,4,4.5,27.55555556,23.58333333,4,10.5,21.44444444,21.44444444,3,10,0.583333333,0.583333333,3,13,0.566666667,0.53,4,14.5,0.753333333,0.726,5,12.6,0.68,0.68,3,11.33333333,0.64,0.6225,4,11.75,10,13.75,13.75,19.5,15,36.25,22,22,23.25,10,1,3,2,5,1,6,5,3,4,1,0.61,0.61,0.64,0.53,0.59,56,96,107,68,71,4,4,4
669424e6b661e0a098ec66a4,9.2,9,0.5,0.5,1.396666667,22,0.495066667,0.523333333,11.16666667,9,19.24222222,19.24222222,9,13,5.2,10,15.075,47.6,0.342,0.576666667,0.51,6,1.333333333,0.56,0.532,5,1.4,0.466666667,0.4575,4,1.5,0.483333333,0.483333333,3,1,0.53,0.4925,4,1.75,17.1,17.1,2,5.5,22.66666667,22.66666667,2,11,14.33333333,14.33333333,1,10,17.77777778,17.77777778,3,2.333333333,24.33333333,24.33333333,1,27,0.57,0.57,1,18,0.575,0.575,2,3,0.485,0.485,2,13,0.525,0.525,2,7,0.345,0.345,2,5,10,22.5,11.25,10,13.75,10,23.25,15,21.25,13.75,3,6,4,4,6,4,9,8,4,4,0.34,0.38,0.26,0.46,0.27,62,42,43,70,21,5,4,4
6692b434261ded863ece5284,,,,,,,,,51,1,17.33333333,17.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.33333333,17.33333333,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66928f171518765c5f8cea5b,10.53333333,15,0.501066667,0.508666667,2.013333333,26,0.53145,0.556,4.616666667,13,18.65,18.86666667,12,10,3.5,10,20.45,50.4,0.324,0.58,0.554,5,2.2,0.55,0.538,5,2.2,0.51,0.51,3,1.666666667,0.57,0.544,5,2,0.57,0.51125,8,2,12,12,3,2.333333333,16.33333333,16.33333333,2,5.5,23,23,2,4,24.33333333,24.33333333,2,7.5,18.66666667,17.58333333,4,3.75,0.49,0.49,3,10,0.37,0.37,1,13,0.66,0.66,3,11.33333333,0.44,0.402,5,6,0.583333333,0.583333333,3,12.33333333,20.75,17,36.25,28.75,10,22.5,15,10,27.5,16.75,3,2,4,5,1,6,2,1,6,5,0.26,0.26,0.33,0.32,0.45,38,57,54,44,59,3,5,2
668f0aa2dc96efe3c92449c9,10.03,20,0.4883,0.518666667,3.019047619,33,0.443809524,0.503333333,5.773333333,25,12.6,13.57777778,9,10,5.1,10,17.1,53.2,0.33,0.53,0.432857143,7,3.428571429,0.583333333,0.515,6,6.166666667,0.48,0.451428571,7,1.142857143,0.466666667,0.411428571,7,1.857142857,0.456666667,0.408333333,6,2.5,12.77777778,12.25,4,6.25,15.11111111,13.5,6,3.5,13.44444444,12.75,4,8.75,14,12.5,6,6.166666667,12.55555556,12,5,4.2,0.51,0.51,3,14.33333333,0.44,0.44,3,12.66666667,0.646666667,0.598,5,8.2,0.493333333,0.446,5,6.2,0.503333333,0.4475,4,8.75,13.75,20.75,12.5,11.25,13.75,12.5,12.5,28.25,29.5,16.25,6,7,3,4,5,4,7,4,5,6,0.24,0.39,0.34,0.27,0.41,44,60,57,38,67,4,3,3
668edb3b608a3d4537e2da08,15.5,8,0.636,0.636,8.2,9,0.539,0.539,9.8,10,18.76666667,18.76666667,13,7,4.9,10,19,42.2,0.384,0.565,0.565,2,9,0.555,0.555,2,9.5,0.51,0.51,1,7,0.585,0.585,2,9.5,0.48,0.48,2,6,29.5,29.5,2,9.5,16.33333333,16.33333333,2,6.5,15,15,2,9,17.16666667,17.16666667,2,11.5,15.83333333,15.83333333,2,12.5,0.73,0.73,1,17,0.605,0.605,2,12.5,0.74,0.74,1,20,0.615,0.615,2,13.5,0.49,0.49,2,14.5,17.5,28.5,15,31.25,18.75,10,12.5,19.5,22,15,7,6,4,5,4,1,7,5,5,5,0.33,0.49,0.38,0.45,0.27,44,47,39,42,39,2,3,2
